cycle,time,MAD,class
1,41,0.6730151608127053,1
1,42,0.6492695866696752,1
1,43,0.6176502702581558,1
1,44,0.5926565246167569,1
1,45,0.5984767118558127,1
1,46,0.6405530081625039,1
1,47,0.7189256688425679,1
1,48,0.8008357233299582,1
1,49,0.8542283058402382,1
1,50,0.8564551276314497,1
1,51,0.8084391166109122,1
1,52,0.7325647661275013,1
1,53,0.6452807005199551,1
1,54,0.5811660885532987,1
1,55,0.5526840045467563,1
1,56,0.5915601917782448,1
1,57,0.7680702274582946,1
1,58,1.2093567292987022,1
1,59,2.0994766996571204,1
1,60,3.5085916883398114,1
1,61,5.348288742374588,1
1,62,7.28244030817874,1
1,63,9.085638165532094,1
1,64,10.659846528783472,1
1,65,12.004390503618284,1
1,66,13.091999477516719,1
1,67,13.694846945283706,1
1,68,13.804953088748725,1
1,69,13.64829782655163,1
1,70,13.452046100868682,1
1,71,13.438212443394272,1
1,72,13.871784454022924,1
1,73,13.513975324366433,1
1,74,12.439724402430086,1
1,75,10.001981402808406,1
1,76,6.370655335188667,1
1,77,3.421573225401042,1
1,78,1.888156179904013,1
1,79,2.466697412979781,1
1,80,3.7518958427080973,1
1,81,4.1938464992147875,1
1,82,3.122073963898884,1
1,83,1.5407773470052613,1
1,84,0.6589542740979045,1
1,85,1.5359484312266853,1
1,86,4.287774624658108,1
1,87,8.738403037337239,1
1,88,14.135273753190033,1
1,89,20.17060575775481,1
1,90,26.47763393040747,1
1,91,32.225369364778345,1
1,92,37.45495044781133,1
1,93,41.03532337691838,1
1,94,42.90315011469626,1
1,95,43.14059390592242,1
1,96,41.67659895951388,1
1,97,39.1903931446842,1
1,98,35.020184815734254,1
1,99,29.374616117256394,1
1,100,22.855344680625834,1
2,9,3.7304534961689,1
2,10,3.3928544717426226,1
2,11,2.8219626621371807,1
2,12,2.2058456179360375,1
2,13,1.81439241741742,1
2,14,1.490868347330092,1
2,15,1.0545452419689778,1
2,16,0.5374829298889383,1
2,17,0.24501792163052186,1
2,18,0.42405342722105027,1
2,19,0.9546036521578523,1
2,20,1.564510026076428,1
2,21,1.856361291138058,1
2,22,1.7593253206751243,1
2,23,1.4771515819459138,1
2,24,1.205129176472163,1
2,25,1.0045804396913216,1
2,26,0.8899843289209336,1
2,27,0.8830162480606731,1
2,28,1.0104150152422497,1
2,29,1.2536259673459038,1
2,30,1.5363445160157134,1
2,31,1.7591295930231265,1
2,32,1.78110702349288,1
2,33,1.586678722579799,1
2,34,1.2466312824887689,1
2,35,0.8718660276226954,1
2,36,0.5872641525491821,1
2,37,0.4155751288069949,1
2,38,0.3413918302493847,1
2,39,0.30145827363512273,1
2,40,0.2761950652566693,1
2,41,0.29394114482765227,1
2,42,0.344232340959508,1
2,43,0.41352434580842207,1
2,44,0.49473615081371247,1
2,45,0.5378404336327779,1
2,46,0.5793060309870407,1
2,47,0.6468284329389605,1
2,48,0.7533066659161737,1
2,49,0.847699508821296,1
2,50,0.8687135756457185,1
2,51,0.8249080217189281,1
2,52,0.7493338255890473,1
2,53,0.6713865387748672,1
2,54,0.5885510166731994,1
2,55,0.5105667839656313,1
2,56,0.48634678989826186,1
2,57,0.4917454460532728,1
2,58,0.5219250645099354,1
2,59,0.5873466741604669,1
2,60,0.8364452214430815,1
2,61,1.5123555725375415,1
2,62,2.827624667865855,1
2,63,4.556007871753468,1
2,64,6.466541582448431,1
2,65,8.048489219970692,1
2,66,9.3293724840498,1
2,67,10.458438250300498,1
2,68,11.459136757811466,1
2,69,12.05078658118584,1
2,70,12.189434949511472,1
2,71,11.976127753940874,1
2,72,11.828863332854334,1
2,73,12.030868337844842,1
2,74,12.93177997600648,1
2,75,13.38827476144434,1
2,76,11.383213775599554,1
2,77,7.413696928738276,1
2,78,3.025687534155871,1
2,79,0.7634895128664841,1
2,80,1.0046172282938353,1
2,81,2.64528762187278,1
2,82,3.5805154356323725,1
2,83,2.8566255635894726,1
2,84,1.097811020818108,1
2,85,0.07795895169782072,1
2,86,1.088847216008749,1
2,87,4.025804336886834,1
2,88,8.786151515122334,1
2,89,15.388356518012461,1
2,90,22.706157782681945,1
2,91,30.134000748678886,1
2,92,36.947333897197616,1
2,93,42.43952760046907,1
2,94,46.58915981624648,1
2,95,48.83762662017485,1
2,96,48.87601627433494,1
2,97,46.9295279788621,1
2,98,42.594529620027764,1
2,99,35.97946695583791,1
2,100,28.216205263312773,1
3,9,4.066162740706939,1
3,10,3.627890715423493,1
3,11,2.9898978917880794,1
3,12,2.2947961108906956,1
3,13,1.8321559856183083,1
3,14,1.3952959223492651,1
3,15,0.8495147485744208,1
3,16,0.32443416451718116,1
3,17,0.12131403679162774,1
3,18,0.38506664382787986,1
3,19,0.8968668056622852,1
3,20,1.407377844628665,1
3,21,1.6705709795256316,1
3,22,1.6899950834512198,1
3,23,1.5691352351329546,1
3,24,1.4408232173726474,1
3,25,1.3090885121629598,1
3,26,1.235396702091964,1
3,27,1.2808024889503686,1
3,28,1.3943163267557055,1
3,29,1.5026087281557408,1
3,30,1.454867414501059,1
3,31,1.208431185374041,1
3,32,0.9562044356696014,1
3,33,0.8203384806064001,1
3,34,0.7972353625617095,1
3,35,0.8329402323499179,1
3,36,0.8261314106492139,1
3,37,0.7294202565043431,1
3,38,0.5973350441825525,1
3,39,0.5004639014158403,1
3,40,0.46070491584730633,1
3,41,0.4671699921953379,1
3,42,0.4962526118297416,1
3,43,0.54053939708604,1
3,44,0.5951202949590183,1
3,45,0.6636337272297559,1
3,46,0.7509194330391854,1
3,47,0.8615470141207804,1
3,48,0.9742640514877247,1
3,49,1.0666934647391964,1
3,50,1.1111062348929701,1
3,51,1.1062170016691795,1
3,52,1.0344733990627006,1
3,53,0.9057626714478971,1
3,54,0.7613509058739788,1
3,55,0.6487305881767746,1
3,56,0.5778887394997524,1
3,57,0.5268029039134563,1
3,58,0.4910551847929482,1
3,59,0.48970090451577447,1
3,60,0.7553711039344366,1
3,61,1.5945395345991882,1
3,62,3.167068976403014,1
3,63,5.255703855453853,1
3,64,7.518362313336269,1
3,65,9.448283370819272,1
3,66,11.085457579824599,1
3,67,12.586376640038852,1
3,68,13.730996085374256,1
3,69,14.211264138082479,1
3,70,14.221769155948012,1
3,71,14.006277360643294,1
3,72,13.987121148411203,1
3,73,14.279659963474499,1
3,74,15.118590743854206,1
3,75,14.455473403712961,1
3,76,11.449683586617047,1
3,77,6.901720695879287,1
3,78,2.4565759720388742,1
3,79,0.47755797911913994,1
3,80,0.8378763170297482,1
3,81,2.2652543355015307,1
3,82,2.593837287334178,1
3,83,1.5214498284539972,1
3,84,0.20111601232418236,1
3,85,0.5817926068114345,1
3,86,3.0044681087438736,1
3,87,7.112581990263053,1
3,88,12.60518896611699,1
3,89,18.97516499578216,1
3,90,25.772436813207953,1
3,91,32.53901884107575,1
3,92,38.6162282033957,1
3,93,43.419042778540465,1
3,94,46.16141949714049,1
3,95,46.8593127093738,1
3,96,45.892324186416225,1
3,97,43.491376362322775,1
3,98,39.362367139134264,1
3,99,33.360060812127564,1
3,100,26.597874636286562,1
4,9,3.1356453530499917,1
4,10,2.619683989868011,1
4,11,1.999882718335585,1
4,12,1.3237901954737705,1
4,13,0.8461171611388968,1
4,14,0.5899001169632047,1
4,15,0.43382624332917913,1
4,16,0.257567779296115,1
4,17,0.1526250816721732,1
4,18,0.35078871526611527,1
4,19,0.7732894880321389,1
4,20,1.1750640337719673,1
4,21,1.408551342074312,1
4,22,1.4242752518910184,1
4,23,1.356948551173994,1
4,24,1.2944840608547343,1
4,25,1.273362522693297,1
4,26,1.2674287389008467,1
4,27,1.2536111344050056,1
4,28,1.2227903903700323,1
4,29,1.1746269880353202,1
4,30,1.1154259793070114,1
4,31,1.044391435826058,1
4,32,0.973501453157708,1
4,33,0.9167072956946967,1
4,34,0.884589384600178,1
4,35,0.8796481356738092,1
4,36,0.8834910068567792,1
4,37,0.8865370006552558,1
4,38,0.849137087780678,1
4,39,0.7932751944372953,1
4,40,0.7176339637992748,1
4,41,0.6339123512110924,1
4,42,0.5478663976279882,1
4,43,0.4466689890496577,1
4,44,0.3686255085602392,1
4,45,0.335044501496854,1
4,46,0.367365459126948,1
4,47,0.46983161332159235,1
4,48,0.618967185843491,1
4,49,0.7763298155071898,1
4,50,0.8921348133624203,1
4,51,0.9591436550756508,1
4,52,1.012478847452106,1
4,53,1.0312227967106486,1
4,54,0.9694603795794794,1
4,55,0.8167909743485089,1
4,56,0.6541468403177291,1
4,57,0.6107775040004493,1
4,58,0.7239085642545661,1
4,59,1.0473289871062017,1
4,60,1.6355134678458392,1
4,61,2.700015832545885,1
4,62,4.219487450715461,1
4,63,5.961659096581503,1
4,64,7.578320681713311,1
4,65,8.879466279311108,1
4,66,9.981031823112518,1
4,67,10.978063638472316,1
4,68,11.682914949356944,1
4,69,11.97052916509563,1
4,70,11.925516123181673,1
4,71,11.773772771499639,1
4,72,11.877098726738607,1
4,73,12.47231122069406,1
4,74,13.519464470480568,1
4,75,13.75768192943,1
4,76,11.621307966739298,1
4,77,7.691588137731554,1
4,78,3.5243519362499502,1
4,79,0.8308579247244783,1
4,80,0.3589213438540387,1
4,81,1.42580969416391,1
4,82,2.410340905422051,1
4,83,2.150311127229123,1
4,84,0.953104896557029,1
4,85,0.32966096210984525,1
4,86,1.606067747487728,1
4,87,4.8597664596308165,1
4,88,9.698849262430855,1
4,89,15.61608784476422,1
4,90,22.047681053375985,1
4,91,28.480662081924056,1
4,92,34.69384097742871,1
4,93,40.42223887496341,1
4,94,45.009449031982534,1
4,95,48.219206725069014,1
4,96,49.17330858721592,1
4,97,48.18820394849081,1
4,98,44.7436589403548,1
4,99,38.47456160332272,1
4,100,30.760624962711386,1
5,9,5.676969891938531,1
5,10,5.275283013659033,1
5,11,4.261888513195021,1
5,12,2.8877346714105667,1
5,13,1.6137540853639818,1
5,14,0.6943629375354238,1
5,15,0.25117082562667253,1
5,16,0.3202792907017711,1
5,17,0.8151117148466879,1
5,18,1.3563796056968596,1
5,19,1.6602519866832546,1
5,20,1.6650301809005132,1
5,21,1.5568113426690016,1
5,22,1.4692710935534243,1
5,23,1.3607259480611824,1
5,24,1.2540195856962948,1
5,25,1.17267840336186,1
5,26,1.1400760224755335,1
5,27,1.16086098406672,1
5,28,1.2369569252703247,1
5,29,1.3452528984721144,1
5,30,1.4608421963302907,1
5,31,1.5332083451318461,1
5,32,1.5282082442514797,1
5,33,1.4824819021804603,1
5,34,1.3898019416156193,1
5,35,1.2084437467038585,1
5,36,0.9844690711491728,1
5,37,0.7681105838360889,1
5,38,0.5740384103557516,1
5,39,0.429576444306828,1
5,40,0.3379437267955344,1
5,41,0.28659899090248814,1
5,42,0.2564480724910752,1
5,43,0.24534514239804303,1
5,44,0.26508542302011906,1
5,45,0.30925464463613583,1
5,46,0.37100379104596104,1
5,47,0.4596233166924729,1
5,48,0.5717359532183612,1
5,49,0.6744273800027333,1
5,50,0.7561345314053158,1
5,51,0.7962455883592597,1
5,52,0.8335302320521474,1
5,53,0.8777068794558304,1
5,54,0.8918366583379653,1
5,55,0.869061640943816,1
5,56,0.8190519987684401,1
5,57,0.7938849770835784,1
5,58,0.850355450183835,1
5,59,1.0489524352110986,1
5,60,1.6415069655339516,1
5,61,2.8898939583256777,1
5,62,4.6533887337705835,1
5,63,6.788794762699171,1
5,64,8.708641939885387,1
5,65,10.480022857924007,1
5,66,11.89825939394897,1
5,67,13.286293422990928,1
5,68,14.276010453596179,1
5,69,14.730431620616285,1
5,70,14.775025724141349,1
5,71,14.747630505744313,1
5,72,14.746533453329162,1
5,73,15.145332491722607,1
5,74,15.021367471602089,1
5,75,13.111833684152483,1
5,76,9.316248150167537,1
5,77,4.857620424840039,1
5,78,1.4316681097985868,1
5,79,0.37496366976707335,1
5,80,1.3093802913640729,1
5,81,2.4652455900451824,1
5,82,2.2841033553099894,1
5,83,1.003893857825751,1
5,84,0.1284030193853229,1
5,85,1.055107342175376,1
5,86,3.7187209343291014,1
5,87,7.873589657418351,1
5,88,13.28937136856636,1
5,89,19.505387197241863,1
5,90,26.0053305617841,1
5,91,32.27139556010941,1
5,92,38.019827935960365,1
5,93,42.51392272687805,1
5,94,45.20141543136326,1
5,95,45.87347165004576,1
5,96,44.250492041815306,1
5,97,40.9488783869786,1
5,98,35.66165126092389,1
5,99,28.943104261996826,1
5,100,21.882779462022416,1
6,9,3.9772443542436373,1
6,10,3.297238231927217,1
6,11,2.433321186044465,1
6,12,1.6524807758499023,1
6,13,1.1983633412401786,1
6,14,0.9061531307985905,1
6,15,0.5962454596407153,1
6,16,0.31807592821534847,1
6,17,0.29412356084862296,1
6,18,0.6826028946701626,1
6,19,1.2816755564403925,1
6,20,1.7286084481230466,1
6,21,1.9100976080672192,1
6,22,1.7923650228543957,1
6,23,1.5893516946538322,1
6,24,1.3985531601798233,1
6,25,1.2268639914251638,1
6,26,1.079153492203375,1
6,27,0.9621303325382322,1
6,28,0.8891774757332731,1
6,29,0.8779004004638745,1
6,30,0.9293804280299693,1
6,31,1.0336145483109762,1
6,32,1.1665902644045143,1
6,33,1.2879308832788565,1
6,34,1.3680804621944211,1
6,35,1.374604013154312,1
6,36,1.2932451434721899,1
6,37,1.1658103811752234,1
6,38,1.0291457577846654,1
6,39,0.9099424776469764,1
6,40,0.8047650353921311,1
6,41,0.6954010203348966,1
6,42,0.5731402121522096,1
6,43,0.4568707339539602,1
6,44,0.37294172169615086,1
6,45,0.3397014966161017,1
6,46,0.37284364232459805,1
6,47,0.47141195601814373,1
6,48,0.6170773096519281,1
6,49,0.7718401662263455,1
6,50,0.8763307772305899,1
6,51,0.9111191995404558,1
6,52,0.8888829054367627,1
6,53,0.8651432599551179,1
6,54,0.8217144911029769,1
6,55,0.7826727234310557,1
6,56,0.7555757543393024,1
6,57,0.7831073056600674,1
6,58,0.9068816858869283,1
6,59,1.1786043736917267,1
6,60,1.8063997313221793,1
6,61,2.8590435332219855,1
6,62,4.379163078796259,1
6,63,6.090985593652224,1
6,64,7.864150804632615,1
6,65,9.39331110646084,1
6,66,10.727992565876662,1
6,67,11.853418322550178,1
6,68,12.632475366371322,1
6,69,12.923999558185823,1
6,70,12.944478094625255,1
6,71,12.999845986794575,1
6,72,13.273190928341688,1
6,73,14.346577123482511,1
6,74,14.150158024058205,1
6,75,13.076287688818685,1
6,76,10.202321210150929,1
6,77,6.135811874228375,1
6,78,3.0101342772341337,1
6,79,1.2016940971154537,1
6,80,1.5637675157211217,1
6,81,2.540564017394886,1
6,82,2.785986678187528,1
6,83,1.7650981073114786,1
6,84,0.7485846981023345,1
6,85,1.0275545118765976,1
6,86,3.378120876992361,1
6,87,7.596721223640967,1
6,88,13.16775844621421,1
6,89,19.558106259426662,1
6,90,26.585878026166508,1
6,91,33.460282484927966,1
6,92,39.71774096261547,1
6,93,44.13228923459311,1
6,94,46.44037262944721,1
6,95,46.56547001264723,1
6,96,44.85285723097728,1
6,97,41.49938536787615,1
6,98,36.370217254244196,1
6,99,29.715817677143452,1
6,100,23.047671290794515,1
7,9,4.199129124314814,1
7,10,3.9349541961396506,1
7,11,3.432799059871353,1
7,12,2.8860507268917175,1
7,13,2.4165756974026142,1
7,14,1.8783864619448782,1
7,15,1.158775119670743,1
7,16,0.44943076900656176,1
7,17,0.057992426231424726,1
7,18,0.2597696146557346,1
7,19,0.7626085425086456,1
7,20,1.1513864489621994,1
7,21,1.3065554841024478,1
7,22,1.2642184615880714,1
7,23,1.2249335534617443,1
7,24,1.1365877340470116,1
7,25,1.030710416332249,1
7,26,0.9456585389175236,1
7,27,0.9136814544237699,1
7,28,0.9327196868368398,1
7,29,1.0058991002836963,1
7,30,1.110198413298156,1
7,31,1.1940780414017145,1
7,32,1.2045736368723785,1
7,33,1.0936150028632032,1
7,34,0.9413612957281727,1
7,35,0.7802148363313233,1
7,36,0.6373976464223183,1
7,37,0.5307215343496957,1
7,38,0.47152963767211686,1
7,39,0.4460931381341144,1
7,40,0.43840281808594944,1
7,41,0.4213989381260563,1
7,42,0.387849305250808,1
7,43,0.3608844898143319,1
7,44,0.36999693971264785,1
7,45,0.41472236669729434,1
7,46,0.4713759459500128,1
7,47,0.5355319823285,1
7,48,0.6342423302507824,1
7,49,0.7657773145757842,1
7,50,0.946775891885569,1
7,51,1.1188661309464223,1
7,52,1.1854433531036181,1
7,53,1.0944268312677141,1
7,54,0.9029809336396931,1
7,55,0.7139240596977766,1
7,56,0.6670698740649904,1
7,57,0.7426399913477895,1
7,58,0.8740350640789847,1
7,59,1.012656768827421,1
7,60,1.275452283094648,1
7,61,1.931282448103738,1
7,62,3.1944324332244562,1
7,63,4.879160045718418,1
7,64,6.76332331758765,1
7,65,8.36308252725605,1
7,66,9.778441948417067,1
7,67,11.12715917971752,1
7,68,12.431815921669992,1
7,69,13.382225441488174,1
7,70,13.969232351448591,1
7,71,14.389358398272861,1
7,72,14.753223293019818,1
7,73,15.327277643323175,1
7,74,15.419945509336829,1
7,75,14.587834506874854,1
7,76,11.901301212730438,1
7,77,7.909935547579963,1
7,78,3.9869631641418266,1
7,79,1.220971172788937,1
7,80,0.9112641740786486,1
7,81,2.037573855532879,1
7,82,2.606683258103134,1
7,83,1.84839951625951,1
7,84,0.564268150355506,1
7,85,0.45590977229928725,1
7,86,2.217368212534161,1
7,87,5.770141247540079,1
7,88,11.093726827889663,1
7,89,17.55635062697031,1
7,90,24.85415298644656,1
7,91,32.1616246064439,1
7,92,38.691395649480306,1
7,93,43.75216700984685,1
7,94,46.958030558340475,1
7,95,48.253715563066024,1
7,96,47.356120281554134,1
7,97,44.76588081150203,1
7,98,39.919895605009245,1
7,99,33.04086084662909,1
7,100,25.652661336509862,1
8,9,4.63284041695625,1
8,10,4.175624944891416,1
8,11,3.538496141977541,1
8,12,2.8098022969627134,1
8,13,2.1525179262850074,1
8,14,1.4284149298339597,1
8,15,0.7663048287612022,1
8,16,0.2872565816608082,1
8,17,0.23486998739171855,1
8,18,0.6913488467317471,1
8,19,1.2839788572346105,1
8,20,1.6571717955936347,1
8,21,1.7135683827267436,1
8,22,1.5442363578986609,1
8,23,1.427698139706994,1
8,24,1.3442701963331087,1
8,25,1.2976484918803406,1
8,26,1.3063474779510604,1
8,27,1.3821550964045932,1
8,28,1.518871343338845,1
8,29,1.6870748409304572,1
8,30,1.8393610630218156,1
8,31,1.9109314676067553,1
8,32,1.871661947991549,1
8,33,1.728963629840219,1
8,34,1.5281970248501613,1
8,35,1.3075512926204504,1
8,36,1.1027581405926958,1
8,37,0.9267014596767321,1
8,38,0.7968153616634196,1
8,39,0.7023526215548878,1
8,40,0.6021397428956005,1
8,41,0.494888578676508,1
8,42,0.40145121973450615,1
8,43,0.33370140787530916,1
8,44,0.31570222130999936,1
8,45,0.3663862770857369,1
8,46,0.48920286123415535,1
8,47,0.6595229987280606,1
8,48,0.8083872780445617,1
8,49,0.903243952090411,1
8,50,0.9288217482741473,1
8,51,0.904146926886836,1
8,52,0.8670281463227685,1
8,53,0.8017074902628203,1
8,54,0.7154451814465514,1
8,55,0.6327510948558515,1
8,56,0.5885174240239343,1
8,57,0.5694262220485637,1
8,58,0.5801416055338672,1
8,59,0.6904053914751287,1
8,60,1.1476929884722646,1
8,61,2.196842696513658,1
8,62,3.8982549127163764,1
8,63,5.988446224858543,1
8,64,8.087284254120933,1
8,65,9.848846436791288,1
8,66,11.341696939965148,1
8,67,12.624260054484743,1
8,68,13.534735552915595,1
8,69,13.905527001016434,1
8,70,13.81540820364218,1
8,71,13.55342798872294,1
8,72,13.604163451454662,1
8,73,13.976554844730682,1
8,74,15.263862718723663,1
8,75,14.178558070797957,1
8,76,10.94653434722795,1
8,77,6.528132303856724,1
8,78,2.1437529302233087,1
8,79,0.47714192614784656,1
8,80,0.9986022752285232,1
8,81,2.2918389052266486,1
8,82,2.4497256957723272,1
8,83,1.3390707803045667,1
8,84,0.21786371970060506,1
8,85,0.9259429348300708,1
8,86,3.684134009387331,1
8,87,8.27348428720055,1
8,88,14.437723489156944,1
8,89,21.787585279457918,1
8,90,29.36474569810144,1
8,91,36.86259892058594,1
8,92,43.3373181486904,1
8,93,48.41300580588977,1
8,94,51.86908640508794,1
8,95,52.822456424424736,1
8,96,51.6699977142075,1
8,97,48.20748375838449,1
8,98,41.923414117911534,1
8,99,34.12667415425521,1
8,100,24.972703097147548,1
9,9,5.142772257294078,1
9,10,4.4872266423722875,1
9,11,3.5400643881285707,1
9,12,2.4669571654534654,1
9,13,1.5118718043564499,1
9,14,0.8379654961093599,1
9,15,0.3919621234780522,1
9,16,0.18954596025488202,1
9,17,0.2705320944305393,1
9,18,0.6696835855033646,1
9,19,1.2170784384473663,1
9,20,1.5266356452548022,1
9,21,1.5433324119820493,1
9,22,1.3025239543715526,1
9,23,1.0744658284970443,1
9,24,0.9414353643388054,1
9,25,0.888234623485367,1
9,26,0.8945559203455816,1
9,27,0.957079839942993,1
9,28,1.0673626488722598,1
9,29,1.2150840563792904,1
9,30,1.377478031940473,1
9,31,1.5412843963356677,1
9,32,1.6822329325038996,1
9,33,1.7666526357545824,1
9,34,1.786319035677962,1
9,35,1.7309750543802227,1
9,36,1.5861403372538347,1
9,37,1.401875487330567,1
9,38,1.2044339437370248,1
9,39,1.015581091313359,1
9,40,0.8443935862943962,1
9,41,0.6947888256217978,1
9,42,0.570547468433065,1
9,43,0.4796070129473289,1
9,44,0.43073699077387817,1
9,45,0.43410983041958073,1
9,46,0.48597656997183986,1
9,47,0.5787349149404758,1
9,48,0.6881676203580981,1
9,49,0.7777384719053979,1
9,50,0.8100107986458662,1
9,51,0.78201232702883,1
9,52,0.7357717085135319,1
9,53,0.6474234324685851,1
9,54,0.5388747107884452,1
9,55,0.4596442739815716,1
9,56,0.5412536437574371,1
9,57,0.8845195254619854,1
9,58,1.4706123918579823,1
9,59,2.342440148689334,1
9,60,3.538983843224991,1
9,61,5.1037641071317665,1
9,62,6.846772324453918,1
9,63,8.510405961476787,1
9,64,9.892097217533136,1
9,65,11.1165468782674,1
9,66,12.322386533122874,1
9,67,13.345915229430126,1
9,68,14.033387275532986,1
9,69,14.274100447012012,1
9,70,14.172070539895515,1
9,71,14.004152200208317,1
9,72,13.822490304132149,1
9,73,14.093825116179518,1
9,74,13.880051979450702,1
9,75,12.20828293305423,1
9,76,8.804013342260468,1
9,77,4.497738250698643,1
9,78,1.2457703979685655,1
9,79,0.32970957191942357,1
9,80,1.467264248876049,1
9,81,2.797394413338063,1
9,82,2.5935768191180544,1
9,83,1.2032051121805005,1
9,84,0.1100963141502022,1
9,85,0.7831178916448315,1
9,86,3.1640551308392846,1
9,87,7.058259813504468,1
9,88,12.41231810191902,1
9,89,18.840272653108745,1
9,90,25.61482827428523,1
9,91,32.0619926654662,1
9,92,37.3393916194911,1
9,93,41.1378784357414,1
9,94,43.137964239200635,1
9,95,43.192952422874704,1
9,96,41.332525138497964,1
9,97,38.01808740838269,1
9,98,33.26597881761752,1
9,99,27.43593118786732,1
9,100,21.492025072386248,1
10,9,3.6769069582505756,2
10,10,3.406947629061828,2
10,11,2.6940982386972925,2
10,12,1.8073949515166292,2
10,13,0.8997053342766946,2
10,14,0.3605664490420572,2
10,15,0.3546329117109481,2
10,16,0.6825483791607659,2
10,17,0.907917547978483,2
10,18,0.9207683728067452,2
10,19,0.7852547204845467,2
10,20,0.7219942453829017,2
10,21,0.7392464079440252,2
10,22,0.7832212899158134,2
10,23,0.8251061336857612,2
10,24,0.8505272879329755,2
10,25,0.8570130713602713,2
10,26,0.8430615089342522,2
10,27,0.8042379975161328,2
10,28,0.7470286141710417,2
10,29,0.6833954875372844,2
10,30,0.6316129897581296,2
10,31,0.6018645533183002,2
10,32,0.5997797544181049,2
10,33,0.6231483977874821,2
10,34,0.6619367927810225,2
10,35,0.7037079530053388,2
10,36,0.7294740985209799,2
10,37,0.7266481277442085,2
10,38,0.6873211112861617,2
10,39,0.6333615811034318,2
10,40,0.5968944169864703,2
10,41,0.5870464597666422,2
10,42,0.6076153821504583,2
10,43,0.6513538409716636,2
10,44,0.6988462560725862,2
10,45,0.6963108726100893,2
10,46,0.6613341753940145,2
10,47,0.6394868556816482,2
10,48,0.7206945963278276,2
